281e62fc-fe9e-40ef-9a78-1e104dc2a352,clms_r_4326_12.5k_m_swi-time-series-global_p_2007-present_v3_r00
98c5e00e-3580-4bb3-9509-50a572b1e935,clms_r_4326_12.5k_m_swi-daily-global_p_2007-present_v3_r00
e934b15f-7d48-4c6d-a9c6-6484488aa58f,clms_r_4326_1k_m_ssm-daily-global_p_2014-present_v1_r00
ae760a70-708e-459a-8eec-6852462a5faf,clms_r_4326_300_m_ndvi-10daily-global_p_2020-present_v2_r00
290e81fb-4c84-42ad-ae12-f663312b0eda,clms_r_4326_1k_m_ndvi-statistics-global_p_1999-2019_v3_r00
45a5c6e5-f142-4e66-8017-fa9161c2768b,clms_r_32662_5k_m_lst-hourly-global_p_2021-present_v2_r00
90ca3e33-7926-4f71-857b-7336818cbd23,clms_r_32662_5k_m_lst-hourly-global_p_2010-2021_v1_r00
7c47ba10-0419-4d68-90f7-49f7e28a0a3f,clms_r_32662_5k_m_lst-10daily-daily-cycle-global_p_2017-2021_v1_r00
49778fb4-bf1a-4e89-bd1d-09f1370e2bb9,lms_r_32662_5k_m_lst-10daily-daily-cycle-global_p_2021-present_v2_r00
9143c7a3-5c81-4b0d-b5d1-8cfea8a73d84,clms_r_32662_5k_m_lst-10daily-tci-global_p_2017-2021_v1_r00
0aedea4c-f2e3-4823-a60d-a4f3873aa13c,clms_r_32662_5k_m_lst-10daily-tci-global_p_2021-present_v2_r00
c6377c6e-76cc-4d03-8330-628a03693042,clms_r_4326_100_m_lcc-yearly-global_p_2015-2020_v3_r00
d5fdc595-2e03-4cbe-a39e-5f006f9cef07,clms_r_4326_1k_m_lai-10daily-global_p_1999-2020_v2_r00
b54be6e3-5962-4e9a-a443-9ff7ea943dfe,clms_r_4326_1k_m_gdmp-10daily-global_p_1999-2020_v2_r00
5a38461b-3ef7-4f97-a933-4c9f51a0eda5,clms_r_4326_300_m_fapar-10daily-global_p_2014-2023_v1_r00
fb3b9550-d542-4eb9-a661-27d586780f76,clms_r_4326_1k_m_fapar-10daily-global_p_1999-2020_v2_r00
6fda150f-5c38-4c7a-bddf-b327d07137bd,clms_r_4326_12.5k_m_swi-10daily-global_p_2007-present_v3_r00
